814	19	1
796	597	1
1010	518	1
1010	605	1
378	488	1
378	455	1
378	440	1
378	454	1
420	518	1
374	13	1
374	453	1
374	491	1
794	454	1
794	474	1
15	16	1
758	448	1
820	580	1
820	594	1
820	597	1
820	599	1
820	567	1
86	33	1
15	34	1
15	83	1
15	54	1
613	459	1
613	1	1
613	497	1
613	25	1
816	483	1
968	410	1
968	461	1
968	453	1
968	416	1
968	439	1
431	40	1
260	415	1
857	455	1
857	46	1
857	81	1
716	480	1
541	455	1
541	473	1
541	425	1
541	404	1
541	448	1
541	47	1
260	518	1
635	33	1
437	491	1
437	16	1
437	411	1
472	411	1
335	491	1
192	1	1
397	558	1
192	423	1
378	518	1
378	491	1
378	462	1
420	83	1
201	464	1
215	422	1
820	81	1
314	512	1
344	512	1
86	491	1
86	540	1
86	460	1
86	604	1
86	498	1
86	496	1
433	460	1
433	498	1
433	496	1
507	511	1
513	27	1
513	569	1
513	16	1
513	492	1
513	499	1
513	44	1
513	610	1
513	395	1
513	494	1
513	396	1
628	518	1
628	563	1
720	594	1
720	589	1
820	589	1
271	566	1
814	504	1
814	574	1
814	73	1
814	74	1
796	504	1
796	574	1
796	73	1
796	74	1
1010	71	1
1010	56	1
1010	77	1
1010	38	1
263	475	1
858	443	1
1	33	1
1	480	1
749	462	1
338	484	1
591	450	1
591	561	1
591	462	1
591	510	1
591	490	1
93	462	1
126	462	1
758	16	1
183	540	1
183	414	1
183	486	1
183	487	1
183	509	1
183	559	1
183	560	1
183	577	1
183	527	1
183	10	1
183	489	1
183	11	1
304	429	1
513	462	1
513	580	1
513	564	1
513	423	1
634	27	1
634	422	1
3	13	1
378	605	1
980	13	1
980	453	1
635	491	1
314	511	1
344	511	1
739	462	1
507	462	1
338	493	1
431	485	1
944	462	1
184	461	1
184	518	1
184	491	1
184	526	1
184	402	1
184	407	1
184	83	1
184	65	1
184	33	1
184	78	1
184	606	1
184	406	1
688	22	1
688	29	1
238	65	1
820	518	1
32	453	1
32	491	1
25	467	1
513	599	1
513	28	1
378	416	1
485	491	1
304	68	1
304	462	1
304	599	1
304	455	1
304	609	1
304	502	1
304	558	1
15	416	1
813	461	1
813	453	1
813	416	1
813	491	1
813	605	1
513	518	1
513	416	1
513	1	1
815	475	1
795	518	1
795	416	1
795	491	1
795	468	1
795	1	1
304	416	1
847	540	1
22	541	1
520	76	1
456	594	1
717	33	1
717	500	1
18	548	1
36	612	1
1000	420	1
519	72	1
73	403	1
109	476	1
856	598	1
587	403	1
440	548	1
229	548	1
582	548	1
275	583	1
586	581	1
52	600	1
443	427	1
200	598	1
30	403	1
38	403	1
41	583	1
41	584	1
58	430	1
58	469	1
84	403	1
266	600	1
180	469	1
349	548	1
809	446	1
809	80	1
203	602	1
203	583	1
207	403	1
747	403	1
821	583	1
710	403	1
100	403	1
100	548	1
525	403	1
525	548	1
866	403	1
866	469	1
936	403	1
1039	403	1
1039	420	1
500	596	1
500	582	1
500	583	1
1020	600	1
1020	584	1
738	600	1
23	598	1
23	582	1
86	403	1
86	469	1
86	584	1
368	548	1
368	82	1
368	582	1
179	536	1
179	546	1
453	600	1
453	598	1
453	469	1
394	463	1
394	418	1
394	602	1
615	583	1
615	584	1
43	403	1
43	548	1
43	600	1
189	403	1
108	403	1
108	548	1
108	600	1
741	548	1
741	600	1
741	519	1
741	598	1
297	403	1
297	548	1
297	598	1
68	548	1
68	598	1
68	596	1
68	581	1
68	587	1
780	403	1
780	418	1
780	501	1
780	583	1
670	403	1
670	600	1
670	585	1
670	598	1
221	548	1
221	581	1
221	587	1
221	583	1
221	584	1
29	403	1
29	548	1
29	469	1
29	587	1
454	548	1
454	600	1
454	585	1
454	523	1
454	583	1
593	403	1
593	548	1
593	600	1
593	598	1
593	80	1
60	403	1
60	600	1
60	417	1
60	469	1
95	548	1
95	600	1
95	519	1
95	62	1
95	557	1
119	575	1
119	534	1
119	62	1
119	417	1
119	585	1
119	420	1
119	587	1
492	403	1
492	598	1
492	602	1
492	3	1
492	430	1
439	403	1
439	519	1
439	598	1
439	420	1
439	72	1
863	542	1
863	600	1
863	598	1
863	469	1
863	587	1
766	421	1
766	521	1
766	612	1
766	458	1
766	587	1
766	582	1
766	583	1
766	584	1
512	403	1
512	548	1
512	451	1
512	598	1
512	590	1
306	548	1
306	426	1
306	598	1
306	593	1
306	596	1
306	582	1
306	583	1
142	548	1
142	585	1
142	469	1
142	581	1
142	587	1
142	583	1
491	403	1
491	548	1
491	600	1
491	585	1
491	582	1
491	583	1
232	535	1
232	548	1
232	600	1
232	521	1
232	519	1
232	583	1
340	427	1
340	418	1
340	431	1
340	428	1
340	519	1
340	591	1
340	612	1
340	420	1
565	548	1
565	600	1
565	521	1
565	585	1
565	598	1
565	469	1
565	583	1
565	584	1
748	434	1
748	427	1
748	431	1
748	555	1
748	472	1
748	548	1
748	476	1
748	405	1
128	403	1
128	548	1
128	600	1
128	478	1
128	519	1
128	62	1
128	598	1
128	546	1
588	548	1
588	600	1
588	585	1
588	598	1
588	587	1
588	582	1
588	583	1
595	403	1
595	548	1
595	600	1
595	598	1
595	469	1
595	583	1
447	598	1
447	596	1
447	582	1
447	584	1
548	548	1
548	600	1
548	598	1
548	583	1
548	584	1
264	62	1
264	598	1
264	590	1
264	596	1
264	581	1
264	582	1
264	583	1
264	584	1
303	403	1
303	548	1
303	600	1
303	585	1
303	598	1
303	583	1
303	584	1
640	598	1
640	593	1
640	430	1
640	581	1
640	587	1
640	582	1
640	584	1
140	548	1
140	600	1
140	519	1
140	581	1
140	582	1
140	583	1
140	584	1
253	548	1
253	519	1
253	598	1
253	593	1
253	590	1
253	581	1
253	583	1
253	584	1
273	521	1
273	585	1
273	582	1
273	583	1
273	584	1
110	403	1
110	598	1
110	596	1
110	581	1
110	587	1
110	582	1
110	584	1
496	548	1
496	600	1
496	519	1
496	585	1
496	598	1
496	602	1
496	582	1
496	583	1
496	584	1
366	598	1
366	590	1
366	548	1
366	596	1
366	581	1
366	587	1
366	582	1
366	583	1
366	584	1
680	548	1
680	600	1
680	519	1
680	585	1
680	598	1
680	596	1
680	581	1
680	587	1
680	582	1
680	584	1
390	403	1
390	548	1
390	600	1
390	519	1
390	591	1
390	585	1
390	598	1
390	583	1
390	584	1
843	62	1
843	598	1
843	590	1
843	548	1
843	596	1
843	581	1
843	587	1
843	582	1
843	583	1
643	600	1
643	519	1
643	598	1
643	581	1
643	587	1
643	583	1
643	584	1
355	548	1
355	585	1
355	598	1
355	590	1
355	523	1
355	596	1
355	581	1
355	587	1
355	582	1
549	548	1
549	542	1
549	600	1
549	519	1
549	585	1
549	598	1
549	593	1
549	590	1
549	583	1
82	403	1
82	548	1
82	600	1
82	521	1
82	585	1
82	598	1
82	581	1
82	587	1
82	582	1
82	583	1
456	403	1
456	548	1
456	521	1
456	519	1
456	598	1
456	590	1
456	596	1
456	80	1
902	548	1
902	542	1
902	591	1
902	417	1
902	438	1
902	501	1
902	420	1
902	587	1
902	582	1
902	583	1
902	584	1
173	548	1
173	600	1
173	521	1
173	519	1
173	585	1
173	598	1
173	523	1
173	583	1
173	584	1
576	548	1
576	600	1
576	519	1
576	598	1
576	581	1
576	587	1
576	582	1
576	583	1
576	584	1
772	548	1
772	521	1
772	612	1
772	598	1
772	523	1
772	596	1
772	587	1
772	582	1
772	583	1
772	584	1
79	548	1
79	585	1
79	598	1
79	593	1
79	590	1
79	596	1
79	581	1
79	587	1
79	582	1
79	584	1
125	403	1
125	548	1
125	585	1
125	598	1
125	593	1
125	590	1
125	596	1
125	581	1
125	587	1
125	583	1
155	598	1
155	593	1
155	523	1
155	596	1
155	581	1
155	587	1
155	582	1
155	583	1
155	584	1
711	403	1
711	548	1
711	521	1
711	585	1
711	593	1
711	596	1
711	581	1
711	587	1
711	582	1
711	584	1
797	575	1
797	403	1
797	548	1
797	600	1
797	521	1
797	519	1
797	523	1
797	469	1
797	581	1
797	587	1
797	583	1
797	584	1
57	403	1
57	548	1
57	585	1
57	598	1
57	546	1
57	590	1
57	430	1
57	469	1
57	596	1
57	587	1
57	582	1
57	584	1
158	403	1
158	548	1
158	600	1
158	521	1
158	598	1
158	523	1
158	596	1
158	582	1
158	583	1
158	584	1
953	535	1
953	548	1
953	578	1
953	521	1
